URL checker started: base=https://api.crm.luminartechnolab.com, concurrency=10, timeout=5000ms
[856] https://api.crm.luminartechnolab.com/memberfiles -> 404 NOTFOUND/CLIENT (225ms)
[862] https://api.crm.luminartechnolab.com/import -> 404 NOTFOUND/CLIENT (219ms)
[863] https://api.crm.luminartechnolab.com/idn -> 404 NOTFOUND/CLIENT (220ms)
[864] https://api.crm.luminartechnolab.com/htdocs -> 404 NOTFOUND/CLIENT (219ms)
[865] https://api.crm.luminartechnolab.com/htbin -> 404 NOTFOUND/CLIENT (220ms)
[867] https://api.crm.luminartechnolab.com/globals -> 404 NOTFOUND/CLIENT (220ms)
[871] https://api.crm.luminartechnolab.com/et_EE -> 404 NOTFOUND/CLIENT (219ms)
[870] https://api.crm.luminartechnolab.com/expelval -> 404 NOTFOUND/CLIENT (220ms)
[868] https://api.crm.luminartechnolab.com/fashion_mosaic -> 404 NOTFOUND/CLIENT (222ms)
[869] https://api.crm.luminartechnolab.com/fa -> 404 NOTFOUND/CLIENT (222ms)
[866] https://api.crm.luminartechnolab.com/headers -> 404 NOTFOUND/CLIENT (225ms)
[872] https://api.crm.luminartechnolab.com/et -> 404 NOTFOUND/CLIENT (219ms)
[873] https://api.crm.luminartechnolab.com/dtree -> 404 NOTFOUND/CLIENT (220ms)
[874] https://api.crm.luminartechnolab.com/dos -> 404 NOTFOUND/CLIENT (220ms)
[875] https://api.crm.luminartechnolab.com/dcforum -> 404 NOTFOUND/CLIENT (220ms)
[877] https://api.crm.luminartechnolab.com/css_styles -> 404 NOTFOUND/CLIENT (220ms)
[880] https://api.crm.luminartechnolab.com/cliente -> 404 NOTFOUND/CLIENT (219ms)
[881] https://api.crm.luminartechnolab.com/cgiwin -> 404 NOTFOUND/CLIENT (220ms)
[878] https://api.crm.luminartechnolab.com/com_mailto -> 404 NOTFOUND/CLIENT (221ms)
[879] https://api.crm.luminartechnolab.com/clientes -> 404 NOTFOUND/CLIENT (222ms)
[876] https://api.crm.luminartechnolab.com/customers -> 404 NOTFOUND/CLIENT (225ms)
[882] https://api.crm.luminartechnolab.com/cgishl -> 404 NOTFOUND/CLIENT (219ms)
[883] https://api.crm.luminartechnolab.com/cgiscripts -> 404 NOTFOUND/CLIENT (221ms)
[885] https://api.crm.luminartechnolab.com/cgis -> 404 NOTFOUND/CLIENT (220ms)
[884] https://api.crm.luminartechnolab.com/cgiscript -> 404 NOTFOUND/CLIENT (221ms)
[887] https://api.crm.luminartechnolab.com/cgibin -> 404 NOTFOUND/CLIENT (220ms)
[891] https://api.crm.luminartechnolab.com/cfapps -> 404 NOTFOUND/CLIENT (220ms)
[890] https://api.crm.luminartechnolab.com/cfide -> 404 NOTFOUND/CLIENT (221ms)
[888] https://api.crm.luminartechnolab.com/cgi_local -> 404 NOTFOUND/CLIENT (221ms)
[889] https://api.crm.luminartechnolab.com/cgi_bin -> 404 NOTFOUND/CLIENT (222ms)
[886] https://api.crm.luminartechnolab.com/cgilib -> 404 NOTFOUND/CLIENT (225ms)
[892] https://api.crm.luminartechnolab.com/cc -> 404 NOTFOUND/CLIENT (219ms)
[893] https://api.crm.luminartechnolab.com/cats -> 404 NOTFOUND/CLIENT (220ms)
[894] https://api.crm.luminartechnolab.com/boxes -> 404 NOTFOUND/CLIENT (220ms)
[895] https://api.crm.luminartechnolab.com/boot -> 404 NOTFOUND/CLIENT (220ms)
[897] https://api.crm.luminartechnolab.com/bitfolge -> 404 NOTFOUND/CLIENT (220ms)
[898] https://api.crm.luminartechnolab.com/billing -> 404 NOTFOUND/CLIENT (221ms)
[900] https://api.crm.luminartechnolab.com/bank -> 404 NOTFOUND/CLIENT (220ms)
[901] https://api.crm.luminartechnolab.com/backend -> 404 NOTFOUND/CLIENT (221ms)
[899] https://api.crm.luminartechnolab.com/beez -> 404 NOTFOUND/CLIENT (223ms)
[896] https://api.crm.luminartechnolab.com/bn -> 404 NOTFOUND/CLIENT (226ms)
[902] https://api.crm.luminartechnolab.com/alex -> 404 NOTFOUND/CLIENT (219ms)
[903] https://api.crm.luminartechnolab.com/albums -> 404 NOTFOUND/CLIENT (220ms)
[904] https://api.crm.luminartechnolab.com/agentes -> 404 NOTFOUND/CLIENT (220ms)
[905] https://api.crm.luminartechnolab.com/adsamples -> 404 NOTFOUND/CLIENT (220ms)
[906] https://api.crm.luminartechnolab.com/adpassword.txt -> 404 NOTFOUND/CLIENT (219ms)
[908] https://api.crm.luminartechnolab.com/adminweb -> 404 NOTFOUND/CLIENT (219ms)
[911] https://api.crm.luminartechnolab.com/adminfiles -> 404 NOTFOUND/CLIENT (219ms)
[909] https://api.crm.luminartechnolab.com/adminuser -> 404 NOTFOUND/CLIENT (220ms)
[910] https://api.crm.luminartechnolab.com/administracion -> 404 NOTFOUND/CLIENT (221ms)
[907] https://api.crm.luminartechnolab.com/admisapi -> 404 NOTFOUND/CLIENT (224ms)
[912] https://api.crm.luminartechnolab.com/admcgi -> 404 NOTFOUND/CLIENT (219ms)
[913] https://api.crm.luminartechnolab.com/adm -> 404 NOTFOUND/CLIENT (220ms)
[915] https://api.crm.luminartechnolab.com/ad -> 404 NOTFOUND/CLIENT (220ms)
[914] https://api.crm.luminartechnolab.com/addons -> 404 NOTFOUND/CLIENT (221ms)
[916] https://api.crm.luminartechnolab.com/active.log -> 404 NOTFOUND/CLIENT (220ms)
[918] https://api.crm.luminartechnolab.com/access.log -> 404 NOTFOUND/CLIENT (220ms)
[919] https://api.crm.luminartechnolab.com/_testcases -> 404 NOTFOUND/CLIENT (220ms)
[920] https://api.crm.luminartechnolab.com/Zend -> 404 NOTFOUND/CLIENT (220ms)
[921] https://api.crm.luminartechnolab.com/Yadis -> 404 NOTFOUND/CLIENT (225ms)
[917] https://api.crm.luminartechnolab.com/access.txt -> 404 NOTFOUND/CLIENT (228ms)
[922] https://api.crm.luminartechnolab.com/Xtras -> 404 NOTFOUND/CLIENT (220ms)
[923] https://api.crm.luminartechnolab.com/XML -> 404 NOTFOUND/CLIENT (220ms)
[924] https://api.crm.luminartechnolab.com/Util -> 404 NOTFOUND/CLIENT (219ms)
[925] https://api.crm.luminartechnolab.com/Templates -> 404 NOTFOUND/CLIENT (220ms)
[926] https://api.crm.luminartechnolab.com/SQLQHit.asp -> 404 NOTFOUND/CLIENT (219ms)
[928] https://api.crm.luminartechnolab.com/Response -> 404 NOTFOUND/CLIENT (220ms)
[931] https://api.crm.luminartechnolab.com/Renderer -> 404 NOTFOUND/CLIENT (219ms)
[929] https://api.crm.luminartechnolab.com/Resource -> 404 NOTFOUND/CLIENT (220ms)
[930] https://api.crm.luminartechnolab.com/Request -> 404 NOTFOUND/CLIENT (220ms)
[927] https://api.crm.luminartechnolab.com/SETUPDIR -> 404 NOTFOUND/CLIENT (224ms)
[932] https://api.crm.luminartechnolab.com/RTE_configuration -> 404 NOTFOUND/CLIENT (221ms)
[933] https://api.crm.luminartechnolab.com/Plugin -> 404 NOTFOUND/CLIENT (220ms)
[934] https://api.crm.luminartechnolab.com/Net -> 404 NOTFOUND/CLIENT (220ms)
[935] https://api.crm.luminartechnolab.com/Membership -> 404 NOTFOUND/CLIENT (221ms)
[936] https://api.crm.luminartechnolab.com/Media -> 404 NOTFOUND/CLIENT (219ms)
[938] https://api.crm.luminartechnolab.com/MNU_blank_data -> 404 NOTFOUND/CLIENT (219ms)
[939] https://api.crm.luminartechnolab.com/Http -> 404 NOTFOUND/CLIENT (219ms)
[940] https://api.crm.luminartechnolab.com/Helper -> 404 NOTFOUND/CLIENT (220ms)
[941] https://api.crm.luminartechnolab.com/Function -> 404 NOTFOUND/CLIENT (219ms)
[937] https://api.crm.luminartechnolab.com/M_images -> 404 NOTFOUND/CLIENT (224ms)
[942] https://api.crm.luminartechnolab.com/FCKeditor -> 404 NOTFOUND/CLIENT (219ms)
[943] https://api.crm.luminartechnolab.com/80 -> 404 NOTFOUND/CLIENT (220ms)
[944] https://api.crm.luminartechnolab.com/26 -> 404 NOTFOUND/CLIENT (220ms)
[945] https://api.crm.luminartechnolab.com/yacs -> 404 NOTFOUND/CLIENT (221ms)
[946] https://api.crm.luminartechnolab.com/wp -> 404 NOTFOUND/CLIENT (220ms)
[948] https://api.crm.luminartechnolab.com/wood -> 404 NOTFOUND/CLIENT (220ms)
[951] https://api.crm.luminartechnolab.com/us -> 404 NOTFOUND/CLIENT (220ms)
[949] https://api.crm.luminartechnolab.com/vb -> 404 NOTFOUND/CLIENT (221ms)
[950] https://api.crm.luminartechnolab.com/v2 -> 404 NOTFOUND/CLIENT (222ms)
[947] https://api.crm.luminartechnolab.com/word -> 404 NOTFOUND/CLIENT (225ms)
[952] https://api.crm.luminartechnolab.com/uk -> 404 NOTFOUND/CLIENT (219ms)
[953] https://api.crm.luminartechnolab.com/ug -> 404 NOTFOUND/CLIENT (221ms)
[954] https://api.crm.luminartechnolab.com/tiger -> 404 NOTFOUND/CLIENT (220ms)
[955] https://api.crm.luminartechnolab.com/thumb -> 404 NOTFOUND/CLIENT (221ms)
[956] https://api.crm.luminartechnolab.com/tex -> 404 NOTFOUND/CLIENT (219ms)
[958] https://api.crm.luminartechnolab.com/test1 -> 404 NOTFOUND/CLIENT (220ms)
[961] https://api.crm.luminartechnolab.com/tab -> 404 NOTFOUND/CLIENT (220ms)
[959] https://api.crm.luminartechnolab.com/templates_c -> 404 NOTFOUND/CLIENT (221ms)
[960] https://api.crm.luminartechnolab.com/tag -> 404 NOTFOUND/CLIENT (222ms)
[957] https://api.crm.luminartechnolab.com/test2 -> 404 NOTFOUND/CLIENT (224ms)
[962] https://api.crm.luminartechnolab.com/sys -> 404 NOTFOUND/CLIENT (220ms)
[963] https://api.crm.luminartechnolab.com/sv -> 404 NOTFOUND/CLIENT (220ms)
[964] https://api.crm.luminartechnolab.com/super -> 404 NOTFOUND/CLIENT (220ms)
[965] https://api.crm.luminartechnolab.com/stars -> 404 NOTFOUND/CLIENT (220ms)
[966] https://api.crm.luminartechnolab.com/sphinx -> 404 NOTFOUND/CLIENT (221ms)
[968] https://api.crm.luminartechnolab.com/social -> 404 NOTFOUND/CLIENT (220ms)
[969] https://api.crm.luminartechnolab.com/sm -> 404 NOTFOUND/CLIENT (220ms)
[970] https://api.crm.luminartechnolab.com/slider -> 404 NOTFOUND/CLIENT (220ms)
[971] https://api.crm.luminartechnolab.com/site -> 404 NOTFOUND/CLIENT (220ms)
[967] https://api.crm.luminartechnolab.com/sparc64 -> 404 NOTFOUND/CLIENT (224ms)
[972] https://api.crm.luminartechnolab.com/singer -> 404 NOTFOUND/CLIENT (219ms)
[973] https://api.crm.luminartechnolab.com/shop -> 404 NOTFOUND/CLIENT (220ms)
[974] https://api.crm.luminartechnolab.com/settings -> 404 NOTFOUND/CLIENT (220ms)
[975] https://api.crm.luminartechnolab.com/service -> 404 NOTFOUND/CLIENT (222ms)
[978] https://api.crm.luminartechnolab.com/rvslib -> 404 NOTFOUND/CLIENT (220ms)
[979] https://api.crm.luminartechnolab.com/rvsincludefile -> 404 NOTFOUND/CLIENT (221ms)
[980] https://api.crm.luminartechnolab.com/ro -> 404 NOTFOUND/CLIENT (221ms)
[981] https://api.crm.luminartechnolab.com/reports -> 404 NOTFOUND/CLIENT (220ms)
[977] https://api.crm.luminartechnolab.com/selector -> 404 NOTFOUND/CLIENT (225ms)
[982] https://api.crm.luminartechnolab.com/ready -> 404 NOTFOUND/CLIENT (220ms)
[985] https://api.crm.luminartechnolab.com/posters -> 404 NOTFOUND/CLIENT (220ms)
[987] https://api.crm.luminartechnolab.com/pop -> 404 NOTFOUND/CLIENT (219ms)
[990] https://api.crm.luminartechnolab.com/pdf_fonts -> 404 NOTFOUND/CLIENT (220ms)
[988] https://api.crm.luminartechnolab.com/polls -> 404 NOTFOUND/CLIENT (220ms)
[989] https://api.crm.luminartechnolab.com/phpInputFilter -> 404 NOTFOUND/CLIENT (221ms)
[986] https://api.crm.luminartechnolab.com/ports -> 404 NOTFOUND/CLIENT (225ms)
[991] https://api.crm.luminartechnolab.com/pcl -> 404 NOTFOUND/CLIENT (221ms)
[976] https://api.crm.luminartechnolab.com/servers -> 404 NOTFOUND/CLIENT (672ms)
[994] https://api.crm.luminartechnolab.com/output -> 404 NOTFOUND/CLIENT (220ms)
[995] https://api.crm.luminartechnolab.com/notes -> 404 NOTFOUND/CLIENT (221ms)
[996] https://api.crm.luminartechnolab.com/networks -> 404 NOTFOUND/CLIENT (221ms)
[997] https://api.crm.luminartechnolab.com/native -> 404 NOTFOUND/CLIENT (219ms)
[993] https://api.crm.luminartechnolab.com/packages -> 404 NOTFOUND/CLIENT (224ms)
[998] https://api.crm.luminartechnolab.com/mp3 -> 404 NOTFOUND/CLIENT (219ms)
[999] https://api.crm.luminartechnolab.com/mod_archive -> 404 NOTFOUND/CLIENT (220ms)
[983] https://api.crm.luminartechnolab.com/pt -> 404 NOTFOUND/CLIENT (668ms)
[984] https://api.crm.luminartechnolab.com/prefs -> 404 NOTFOUND/CLIENT (671ms)
[1001] https://api.crm.luminartechnolab.com/messages -> 404 NOTFOUND/CLIENT (220ms)
[1004] https://api.crm.luminartechnolab.com/math -> 404 NOTFOUND/CLIENT (221ms)
[1002] https://api.crm.luminartechnolab.com/mcpuk -> 404 NOTFOUND/CLIENT (222ms)
[1003] https://api.crm.luminartechnolab.com/mbstring -> 404 NOTFOUND/CLIENT (222ms)
[1000] https://api.crm.luminartechnolab.com/mobile -> 404 NOTFOUND/CLIENT (269ms)
[1005] https://api.crm.luminartechnolab.com/manual -> 404 NOTFOUND/CLIENT (245ms)
[1006] https://api.crm.luminartechnolab.com/live -> 404 NOTFOUND/CLIENT (219ms)
[992] https://api.crm.luminartechnolab.com/patTemplate -> 404 NOTFOUND/CLIENT (664ms)
[1007] https://api.crm.luminartechnolab.com/legacy -> 404 NOTFOUND/CLIENT (220ms)
[1008] https://api.crm.luminartechnolab.com/leaflet -> 404 NOTFOUND/CLIENT (220ms)
[1015] https://api.crm.luminartechnolab.com/h_cherry -> 404 NOTFOUND/CLIENT (219ms)
[1016] https://api.crm.luminartechnolab.com/global -> 404 NOTFOUND/CLIENT (221ms)
[1017] https://api.crm.luminartechnolab.com/gl -> 404 NOTFOUND/CLIENT (220ms)
[1018] https://api.crm.luminartechnolab.com/fy -> 404 NOTFOUND/CLIENT (219ms)
[1019] https://api.crm.luminartechnolab.com/fsbb -> 404 NOTFOUND/CLIENT (219ms)
[1020] https://api.crm.luminartechnolab.com/forms -> 404 NOTFOUND/CLIENT (221ms)
[1021] https://api.crm.luminartechnolab.com/fax -> 404 NOTFOUND/CLIENT (220ms)
[1022] https://api.crm.luminartechnolab.com/external -> 404 NOTFOUND/CLIENT (219ms)
[1010] https://api.crm.luminartechnolab.com/item -> 404 NOTFOUND/CLIENT (707ms)
[1012] https://api.crm.luminartechnolab.com/hw -> 404 NOTFOUND/CLIENT (706ms)
[1013] https://api.crm.luminartechnolab.com/h_teal -> 404 NOTFOUND/CLIENT (706ms)
[1009] https://api.crm.luminartechnolab.com/ja -> 404 NOTFOUND/CLIENT (711ms)
[1014] https://api.crm.luminartechnolab.com/h_green -> 404 NOTFOUND/CLIENT (664ms)
[1011] https://api.crm.luminartechnolab.com/ideas -> 404 NOTFOUND/CLIENT (710ms)
[1023] https://api.crm.luminartechnolab.com/ethernet -> 404 NOTFOUND/CLIENT (221ms)
[1024] https://api.crm.luminartechnolab.com/es_AR -> 404 NOTFOUND/CLIENT (221ms)
[1025] https://api.crm.luminartechnolab.com/equipment -> 404 NOTFOUND/CLIENT (220ms)
[1026] https://api.crm.luminartechnolab.com/environment -> 404 NOTFOUND/CLIENT (220ms)
[1027] https://api.crm.luminartechnolab.com/engines -> 404 NOTFOUND/CLIENT (221ms)
[1028] https://api.crm.luminartechnolab.com/eg -> 404 NOTFOUND/CLIENT (219ms)
[1030] https://api.crm.luminartechnolab.com/diagon -> 404 NOTFOUND/CLIENT (220ms)
[1029] https://api.crm.luminartechnolab.com/edit -> 404 NOTFOUND/CLIENT (221ms)
[1031] https://api.crm.luminartechnolab.com/copy_this -> 404 NOTFOUND/CLIENT (220ms)
[1032] https://api.crm.luminartechnolab.com/com_wrapper -> 404 NOTFOUND/CLIENT (220ms)
[1033] https://api.crm.luminartechnolab.com/codes -> 404 NOTFOUND/CLIENT (220ms)
[1036] https://api.crm.luminartechnolab.com/captcha -> 404 NOTFOUND/CLIENT (220ms)
[1035] https://api.crm.luminartechnolab.com/centosplus -> 404 NOTFOUND/CLIENT (221ms)
[1034] https://api.crm.luminartechnolab.com/cert -> 404 NOTFOUND/CLIENT (222ms)
[1038] https://api.crm.luminartechnolab.com/big -> 404 NOTFOUND/CLIENT (219ms)
[1037] https://api.crm.luminartechnolab.com/books -> 404 NOTFOUND/CLIENT (223ms)
[1040] https://api.crm.luminartechnolab.com/background -> 404 NOTFOUND/CLIENT (221ms)
[1041] https://api.crm.luminartechnolab.com/avatars -> 404 NOTFOUND/CLIENT (220ms)
[1042] https://api.crm.luminartechnolab.com/authentication -> 404 NOTFOUND/CLIENT (225ms)
[1039] https://api.crm.luminartechnolab.com/be -> 404 NOTFOUND/CLIENT (226ms)
[1043] https://api.crm.luminartechnolab.com/asms -> 404 NOTFOUND/CLIENT (221ms)
[1046] https://api.crm.luminartechnolab.com/ads_data -> 404 NOTFOUND/CLIENT (219ms)
[1044] https://api.crm.luminartechnolab.com/archive_tar -> 404 NOTFOUND/CLIENT (221ms)
[1045] https://api.crm.luminartechnolab.com/amiga -> 404 NOTFOUND/CLIENT (221ms)
[1047] https://api.crm.luminartechnolab.com/adodb -> 404 NOTFOUND/CLIENT (220ms)
[1048] https://api.crm.luminartechnolab.com/acrobat -> 404 NOTFOUND/CLIENT (220ms)
[1050] https://api.crm.luminartechnolab.com/Win98 -> 404 NOTFOUND/CLIENT (221ms)
[1049] https://api.crm.luminartechnolab.com/Win9x -> 404 NOTFOUND/CLIENT (223ms)
[1052] https://api.crm.luminartechnolab.com/WebShop -> 404 NOTFOUND/CLIENT (221ms)
[1051] https://api.crm.luminartechnolab.com/Win2k -> 404 NOTFOUND/CLIENT (221ms)
[1053] https://api.crm.luminartechnolab.com/WINME -> 404 NOTFOUND/CLIENT (220ms)
[1056] https://api.crm.luminartechnolab.com/ReleaseNotes -> 404 NOTFOUND/CLIENT (219ms)
[1054] https://api.crm.luminartechnolab.com/VER_sel_data -> 404 NOTFOUND/CLIENT (221ms)
[1055] https://api.crm.luminartechnolab.com/SYMBOLS -> 404 NOTFOUND/CLIENT (221ms)
[1057] https://api.crm.luminartechnolab.com/RELEASE_NOTES -> 404 NOTFOUND/CLIENT (220ms)
[1058] https://api.crm.luminartechnolab.com/Query -> 404 NOTFOUND/CLIENT (221ms)
[1060] https://api.crm.luminartechnolab.com/MNU_top_data -> 404 NOTFOUND/CLIENT (222ms)
[1062] https://api.crm.luminartechnolab.com/Linux -> 404 NOTFOUND/CLIENT (223ms)
[1061] https://api.crm.luminartechnolab.com/MNU_menu_data -> 404 NOTFOUND/CLIENT (224ms)
[1059] https://api.crm.luminartechnolab.com/Provider -> 404 NOTFOUND/CLIENT (226ms)
[1063] https://api.crm.luminartechnolab.com/LICENCE -> 404 NOTFOUND/CLIENT (219ms)
[1066] https://api.crm.luminartechnolab.com/Commands -> 404 NOTFOUND/CLIENT (219ms)
[1064] https://api.crm.luminartechnolab.com/HTTP -> 404 NOTFOUND/CLIENT (221ms)
[1065] https://api.crm.luminartechnolab.com/Form -> 404 NOTFOUND/CLIENT (221ms)
[1068] https://api.crm.luminartechnolab.com/AMD64bit -> 404 NOTFOUND/CLIENT (219ms)
[1067] https://api.crm.luminartechnolab.com/Changelog -> 404 NOTFOUND/CLIENT (221ms)
[1070] https://api.crm.luminartechnolab.com/37 -> 404 NOTFOUND/CLIENT (220ms)
[1072] https://api.crm.luminartechnolab.com/1.3 -> 404 NOTFOUND/CLIENT (221ms)
[1071] https://api.crm.luminartechnolab.com/1.4 -> 404 NOTFOUND/CLIENT (221ms)
[1069] https://api.crm.luminartechnolab.com/46 -> 404 NOTFOUND/CLIENT (223ms)
[1073] https://api.crm.luminartechnolab.com/zoom -> 404 NOTFOUND/CLIENT (219ms)
[1076] https://api.crm.luminartechnolab.com/yoda -> 404 NOTFOUND/CLIENT (220ms)
[1074] https://api.crm.luminartechnolab.com/zinfandel -> 404 NOTFOUND/CLIENT (221ms)
[1075] https://api.crm.luminartechnolab.com/zen -> 404 NOTFOUND/CLIENT (221ms)
[1077] https://api.crm.luminartechnolab.com/xstandard -> 404 NOTFOUND/CLIENT (220ms)
[1078] https://api.crm.luminartechnolab.com/xsql -> 404 NOTFOUND/CLIENT (220ms)
[1080] https://api.crm.luminartechnolab.com/x86_64 -> 404 NOTFOUND/CLIENT (221ms)
[1081] https://api.crm.luminartechnolab.com/wysiwyg -> 404 NOTFOUND/CLIENT (221ms)
[1082] https://api.crm.luminartechnolab.com/wwwstats -> 404 NOTFOUND/CLIENT (222ms)
[1079] https://api.crm.luminartechnolab.com/xinu -> 404 NOTFOUND/CLIENT (223ms)
[1083] https://api.crm.luminartechnolab.com/work -> 404 NOTFOUND/CLIENT (219ms)
[1086] https://api.crm.luminartechnolab.com/win.ini -> 404 NOTFOUND/CLIENT (219ms)
[1084] https://api.crm.luminartechnolab.com/wombat -> 404 NOTFOUND/CLIENT (220ms)
[1085] https://api.crm.luminartechnolab.com/wlw -> 404 NOTFOUND/CLIENT (221ms)
[1087] https://api.crm.luminartechnolab.com/vms -> 404 NOTFOUND/CLIENT (221ms)
[1088] https://api.crm.luminartechnolab.com/vlsi -> 404 NOTFOUND/CLIENT (220ms)
[1090] https://api.crm.luminartechnolab.com/vector -> 404 NOTFOUND/CLIENT (220ms)
[1091] https://api.crm.luminartechnolab.com/user2 -> 404 NOTFOUND/CLIENT (221ms)
[1092] https://api.crm.luminartechnolab.com/user1 -> 404 NOTFOUND/CLIENT (222ms)
[1089] https://api.crm.luminartechnolab.com/virus -> 404 NOTFOUND/CLIENT (245ms)
[1093] https://api.crm.luminartechnolab.com/ur -> 404 NOTFOUND/CLIENT (219ms)
[1096] https://api.crm.luminartechnolab.com/topics -> 404 NOTFOUND/CLIENT (219ms)
[1094] https://api.crm.luminartechnolab.com/unix -> 404 NOTFOUND/CLIENT (221ms)
[1095] https://api.crm.luminartechnolab.com/trac -> 404 NOTFOUND/CLIENT (221ms)
[1098] https://api.crm.luminartechnolab.com/tl -> 404 NOTFOUND/CLIENT (219ms)
[1097] https://api.crm.luminartechnolab.com/tolkien -> 404 NOTFOUND/CLIENT (221ms)
[1100] https://api.crm.luminartechnolab.com/ti -> 404 NOTFOUND/CLIENT (222ms)
[1101] https://api.crm.luminartechnolab.com/th -> 404 NOTFOUND/CLIENT (224ms)
[1102] https://api.crm.luminartechnolab.com/te -> 404 NOTFOUND/CLIENT (225ms)
[1099] https://api.crm.luminartechnolab.com/tinman -> 404 NOTFOUND/CLIENT (227ms)
[1103] https://api.crm.luminartechnolab.com/ta -> 404 NOTFOUND/CLIENT (228ms)
[1106] https://api.crm.luminartechnolab.com/sulu -> 404 NOTFOUND/CLIENT (219ms)
[1104] https://api.crm.luminartechnolab.com/symbols -> 404 NOTFOUND/CLIENT (311ms)
[1105] https://api.crm.luminartechnolab.com/sun3 -> 404 NOTFOUND/CLIENT (314ms)
[1108] https://api.crm.luminartechnolab.com/status.php3 -> 404 NOTFOUND/CLIENT (226ms)
[1107] https://api.crm.luminartechnolab.com/steps -> 404 NOTFOUND/CLIENT (228ms)
[1109] https://api.crm.luminartechnolab.com/standart -> 404 NOTFOUND/CLIENT (221ms)
[1111] https://api.crm.luminartechnolab.com/staff -> 404 NOTFOUND/CLIENT (222ms)
[1112] https://api.crm.luminartechnolab.com/ssl -> 404 NOTFOUND/CLIENT (222ms)
[1110] https://api.crm.luminartechnolab.com/standards -> 404 NOTFOUND/CLIENT (224ms)
[1113] https://api.crm.luminartechnolab.com/sr_YU -> 404 NOTFOUND/CLIENT (220ms)
[1114] https://api.crm.luminartechnolab.com/sr -> 404 NOTFOUND/CLIENT (220ms)
[1115] https://api.crm.luminartechnolab.com/sql.php3 -> 404 NOTFOUND/CLIENT (221ms)
[1116] https://api.crm.luminartechnolab.com/sponsors -> 404 NOTFOUND/CLIENT (221ms)
[1117] https://api.crm.luminartechnolab.com/spock -> 404 NOTFOUND/CLIENT (219ms)
[1118] https://api.crm.luminartechnolab.com/spiffyCal -> 404 NOTFOUND/CLIENT (220ms)
[1120] https://api.crm.luminartechnolab.com/spanish -> 404 NOTFOUND/CLIENT (220ms)
[1122] https://api.crm.luminartechnolab.com/smiles -> 404 NOTFOUND/CLIENT (220ms)
[1121] https://api.crm.luminartechnolab.com/sneezy -> 404 NOTFOUND/CLIENT (221ms)
[1119] https://api.crm.luminartechnolab.com/spiff -> 404 NOTFOUND/CLIENT (222ms)
[1123] https://api.crm.luminartechnolab.com/slideshow -> 404 NOTFOUND/CLIENT (219ms)
[1124] https://api.crm.luminartechnolab.com/slices -> 404 NOTFOUND/CLIENT (219ms)
[1125] https://api.crm.luminartechnolab.com/sl -> 404 NOTFOUND/CLIENT (220ms)
[1126] https://api.crm.luminartechnolab.com/sk -> 404 NOTFOUND/CLIENT (220ms)
[1127] https://api.crm.luminartechnolab.com/si -> 404 NOTFOUND/CLIENT (220ms)
[1128] https://api.crm.luminartechnolab.com/shtml.exe -> 404 NOTFOUND/CLIENT (220ms)
[1130] https://api.crm.luminartechnolab.com/share -> 404 NOTFOUND/CLIENT (220ms)
[1132] https://api.crm.luminartechnolab.com/sequent -> 404 NOTFOUND/CLIENT (221ms)
[1131] https://api.crm.luminartechnolab.com/sh -> 404 NOTFOUND/CLIENT (221ms)
[1129] https://api.crm.luminartechnolab.com/shrdlu -> 404 NOTFOUND/CLIENT (222ms)
[1133] https://api.crm.luminartechnolab.com/sei -> 404 NOTFOUND/CLIENT (219ms)
[1134] https://api.crm.luminartechnolab.com/sanfran -> 404 NOTFOUND/CLIENT (220ms)
[1135] https://api.crm.luminartechnolab.com/rti -> 404 NOTFOUND/CLIENT (220ms)
[1136] https://api.crm.luminartechnolab.com/rte -> 404 NOTFOUND/CLIENT (220ms)
[1137] https://api.crm.luminartechnolab.com/ronin -> 404 NOTFOUND/CLIENT (220ms)
[1138] https://api.crm.luminartechnolab.com/riacs -> 404 NOTFOUND/CLIENT (219ms)
[1140] https://api.crm.luminartechnolab.com/question -> 404 NOTFOUND/CLIENT (221ms)
[1141] https://api.crm.luminartechnolab.com/pw -> 404 NOTFOUND/CLIENT (220ms)
[1142] https://api.crm.luminartechnolab.com/ptj -> 404 NOTFOUND/CLIENT (221ms)
[1139] https://api.crm.luminartechnolab.com/remote -> 404 NOTFOUND/CLIENT (224ms)
[1143] https://api.crm.luminartechnolab.com/ps -> 404 NOTFOUND/CLIENT (219ms)
[1144] https://api.crm.luminartechnolab.com/protector -> 404 NOTFOUND/CLIENT (220ms)
[1145] https://api.crm.luminartechnolab.com/proftpd -> 404 NOTFOUND/CLIENT (220ms)
[1146] https://api.crm.luminartechnolab.com/profile -> 404 NOTFOUND/CLIENT (220ms)
[1147] https://api.crm.luminartechnolab.com/printer -> 404 NOTFOUND/CLIENT (220ms)
[1148] https://api.crm.luminartechnolab.com/portal -> 404 NOTFOUND/CLIENT (219ms)
[1150] https://api.crm.luminartechnolab.com/piranha -> 404 NOTFOUND/CLIENT (220ms)
[1152] https://api.crm.luminartechnolab.com/phpnuke -> 404 NOTFOUND/CLIENT (220ms)
[1151] https://api.crm.luminartechnolab.com/pic -> 404 NOTFOUND/CLIENT (220ms)
[1149] https://api.crm.luminartechnolab.com/pm -> 404 NOTFOUND/CLIENT (222ms)
[1153] https://api.crm.luminartechnolab.com/phpBB2 -> 404 NOTFOUND/CLIENT (220ms)
