URL checker started: base=https://api.crm.luminartechnolab.com, concurrency=10, timeout=5000ms
[56] https://api.crm.luminartechnolab.com/categoryblog -> 404 NOTFOUND/CLIENT (220ms)
[59] https://api.crm.luminartechnolab.com/test -> 404 NOTFOUND/CLIENT (220ms)
[57] https://api.crm.luminartechnolab.com/docs -> 404 NOTFOUND/CLIENT (221ms)
[60] https://api.crm.luminartechnolab.com/php -> 404 NOTFOUND/CLIENT (223ms)
[58] https://api.crm.luminartechnolab.com/thumbs -> 404 NOTFOUND/CLIENT (225ms)
[55] https://api.crm.luminartechnolab.com/pix -> 404 NOTFOUND/CLIENT (226ms)
[62] https://api.crm.luminartechnolab.com/sp2qfe -> 404 NOTFOUND/CLIENT (219ms)
[61] https://api.crm.luminartechnolab.com/assets -> 404 NOTFOUND/CLIENT (220ms)
[63] https://api.crm.luminartechnolab.com/data -> 404 NOTFOUND/CLIENT (220ms)
[64] https://api.crm.luminartechnolab.com/sp2gdr -> 404 NOTFOUND/CLIENT (220ms)
[66] https://api.crm.luminartechnolab.com/scripts -> 404 NOTFOUND/CLIENT (220ms)
[70] https://api.crm.luminartechnolab.com/_vti_bin -> 404 NOTFOUND/CLIENT (220ms)
[69] https://api.crm.luminartechnolab.com/media -> 404 NOTFOUND/CLIENT (221ms)
[67] https://api.crm.luminartechnolab.com/helpers -> 404 NOTFOUND/CLIENT (222ms)
[68] https://api.crm.luminartechnolab.com/Extension -> 404 NOTFOUND/CLIENT (223ms)
[65] https://api.crm.luminartechnolab.com/include -> 404 NOTFOUND/CLIENT (225ms)
[72] https://api.crm.luminartechnolab.com/common -> 404 NOTFOUND/CLIENT (220ms)
[71] https://api.crm.luminartechnolab.com/webalizer -> 404 NOTFOUND/CLIENT (220ms)
[73] https://api.crm.luminartechnolab.com/logs -> 404 NOTFOUND/CLIENT (221ms)
[74] https://api.crm.luminartechnolab.com/search -> 404 NOTFOUND/CLIENT (221ms)
[76] https://api.crm.luminartechnolab.com/dialogs -> 404 NOTFOUND/CLIENT (219ms)
[80] https://api.crm.luminartechnolab.com/winnt -> 404 NOTFOUND/CLIENT (220ms)
[79] https://api.crm.luminartechnolab.com/INSTALL -> 404 NOTFOUND/CLIENT (220ms)
[77] https://api.crm.luminartechnolab.com/src -> 404 NOTFOUND/CLIENT (221ms)
[78] https://api.crm.luminartechnolab.com/cfdocs -> 404 NOTFOUND/CLIENT (222ms)
[75] https://api.crm.luminartechnolab.com/customer -> 404 NOTFOUND/CLIENT (224ms)
[82] https://api.crm.luminartechnolab.com/rvtheme -> 404 NOTFOUND/CLIENT (253ms)
[81] https://api.crm.luminartechnolab.com/rvtheme_admin -> 404 NOTFOUND/CLIENT (256ms)
[83] https://api.crm.luminartechnolab.com/default_admin -> 404 NOTFOUND/CLIENT (256ms)
[84] https://api.crm.luminartechnolab.com/default1 -> 404 NOTFOUND/CLIENT (220ms)
[86] https://api.crm.luminartechnolab.com/Entries -> 404 NOTFOUND/CLIENT (220ms)
[90] https://api.crm.luminartechnolab.com/internals -> 404 NOTFOUND/CLIENT (220ms)
[89] https://api.crm.luminartechnolab.com/locale -> 404 NOTFOUND/CLIENT (222ms)
[87] https://api.crm.luminartechnolab.com/10 -> 404 NOTFOUND/CLIENT (222ms)
[88] https://api.crm.luminartechnolab.com/treeNav -> 404 NOTFOUND/CLIENT (223ms)
[85] https://api.crm.luminartechnolab.com/LICENSE -> 404 NOTFOUND/CLIENT (250ms)
[92] https://api.crm.luminartechnolab.com/Root -> 404 NOTFOUND/CLIENT (219ms)
[91] https://api.crm.luminartechnolab.com/style -> 404 NOTFOUND/CLIENT (220ms)
[93] https://api.crm.luminartechnolab.com/Repository -> 404 NOTFOUND/CLIENT (221ms)
[94] https://api.crm.luminartechnolab.com/imapd -> 404 NOTFOUND/CLIENT (220ms)
[96] https://api.crm.luminartechnolab.com/defaultColorConf -> 404 NOTFOUND/CLIENT (220ms)
[100] https://api.crm.luminartechnolab.com/de_DE -> 404 NOTFOUND/CLIENT (220ms)
[99] https://api.crm.luminartechnolab.com/COPYING -> 404 NOTFOUND/CLIENT (220ms)
[97] https://api.crm.luminartechnolab.com/template -> 404 NOTFOUND/CLIENT (222ms)
[98] https://api.crm.luminartechnolab.com/authweb -> 404 NOTFOUND/CLIENT (222ms)
[95] https://api.crm.luminartechnolab.com/flags -> 404 NOTFOUND/CLIENT (226ms)
[102] https://api.crm.luminartechnolab.com/fr_FR -> 404 NOTFOUND/CLIENT (219ms)
[101] https://api.crm.luminartechnolab.com/english -> 404 NOTFOUND/CLIENT (221ms)
[103] https://api.crm.luminartechnolab.com/asp -> 404 NOTFOUND/CLIENT (221ms)
[104] https://api.crm.luminartechnolab.com/tmp -> 404 NOTFOUND/CLIENT (220ms)
[106] https://api.crm.luminartechnolab.com/source -> 404 NOTFOUND/CLIENT (220ms)
[109] https://api.crm.luminartechnolab.com/backgrounds -> 404 NOTFOUND/CLIENT (220ms)
[107] https://api.crm.luminartechnolab.com/doc -> 404 NOTFOUND/CLIENT (221ms)
[110] https://api.crm.luminartechnolab.com/maint -> 404 NOTFOUND/CLIENT (221ms)
[108] https://api.crm.luminartechnolab.com/blocks -> 404 NOTFOUND/CLIENT (222ms)
[105] https://api.crm.luminartechnolab.com/sql -> 404 NOTFOUND/CLIENT (225ms)
[112] https://api.crm.luminartechnolab.com/nl_NL -> 404 NOTFOUND/CLIENT (219ms)
[111] https://api.crm.luminartechnolab.com/help -> 404 NOTFOUND/CLIENT (220ms)
[113] https://api.crm.luminartechnolab.com/administrator -> 404 NOTFOUND/CLIENT (221ms)
[114] https://api.crm.luminartechnolab.com/version -> 404 NOTFOUND/CLIENT (220ms)
[116] https://api.crm.luminartechnolab.com/Makefile -> 404 NOTFOUND/CLIENT (220ms)
[119] https://api.crm.luminartechnolab.com/ra -> 404 NOTFOUND/CLIENT (219ms)
[117] https://api.crm.luminartechnolab.com/styles -> 404 NOTFOUND/CLIENT (221ms)
[118] https://api.crm.luminartechnolab.com/toolbar -> 404 NOTFOUND/CLIENT (222ms)
[120] https://api.crm.luminartechnolab.com/iissamples -> 404 NOTFOUND/CLIENT (221ms)
[115] https://api.crm.luminartechnolab.com/category -> 404 NOTFOUND/CLIENT (225ms)
[122] https://api.crm.luminartechnolab.com/PDF -> 404 NOTFOUND/CLIENT (219ms)
[121] https://api.crm.luminartechnolab.com/files -> 404 NOTFOUND/CLIENT (220ms)
[123] https://api.crm.luminartechnolab.com/22 -> 404 NOTFOUND/CLIENT (220ms)
[124] https://api.crm.luminartechnolab.com/catalog -> 404 NOTFOUND/CLIENT (220ms)
[126] https://api.crm.luminartechnolab.com/simpletest -> 404 NOTFOUND/CLIENT (220ms)
[129] https://api.crm.luminartechnolab.com/samples -> 404 NOTFOUND/CLIENT (220ms)
[127] https://api.crm.luminartechnolab.com/database -> 404 NOTFOUND/CLIENT (222ms)
[128] https://api.crm.luminartechnolab.com/06 -> 404 NOTFOUND/CLIENT (224ms)
[130] https://api.crm.luminartechnolab.com/libraries -> 404 NOTFOUND/CLIENT (222ms)
[125] https://api.crm.luminartechnolab.com/libs -> 404 NOTFOUND/CLIENT (226ms)
[132] https://api.crm.luminartechnolab.com/16 -> 404 NOTFOUND/CLIENT (219ms)
[131] https://api.crm.luminartechnolab.com/fc_functions -> 404 NOTFOUND/CLIENT (220ms)
[133] https://api.crm.luminartechnolab.com/11 -> 404 NOTFOUND/CLIENT (220ms)
[134] https://api.crm.luminartechnolab.com/fr -> 404 NOTFOUND/CLIENT (220ms)
[136] https://api.crm.luminartechnolab.com/01 -> 404 NOTFOUND/CLIENT (220ms)
[139] https://api.crm.luminartechnolab.com/12 -> 404 NOTFOUND/CLIENT (220ms)
[137] https://api.crm.luminartechnolab.com/perl -> 404 NOTFOUND/CLIENT (222ms)
[140] https://api.crm.luminartechnolab.com/upload -> 404 NOTFOUND/CLIENT (221ms)
[138] https://api.crm.luminartechnolab.com/controllers -> 404 NOTFOUND/CLIENT (223ms)
[135] https://api.crm.luminartechnolab.com/bg -> 404 NOTFOUND/CLIENT (226ms)
[142] https://api.crm.luminartechnolab.com/components -> 404 NOTFOUND/CLIENT (219ms)
[141] https://api.crm.luminartechnolab.com/no_NO -> 404 NOTFOUND/CLIENT (220ms)
[143] https://api.crm.luminartechnolab.com/class -> 404 NOTFOUND/CLIENT (220ms)
[144] https://api.crm.luminartechnolab.com/servlet -> 404 NOTFOUND/CLIENT (220ms)
[146] https://api.crm.luminartechnolab.com/32 -> 404 NOTFOUND/CLIENT (220ms)
[149] https://api.crm.luminartechnolab.com/phpunit -> 404 NOTFOUND/CLIENT (220ms)
[150] https://api.crm.luminartechnolab.com/info -> 404 NOTFOUND/CLIENT (220ms)
[147] https://api.crm.luminartechnolab.com/1033 -> 404 NOTFOUND/CLIENT (222ms)
[148] https://api.crm.luminartechnolab.com/temp -> 404 NOTFOUND/CLIENT (223ms)
[145] https://api.crm.luminartechnolab.com/de -> 404 NOTFOUND/CLIENT (225ms)
[152] https://api.crm.luminartechnolab.com/09 -> 404 NOTFOUND/CLIENT (219ms)
[151] https://api.crm.luminartechnolab.com/_vti_pvt -> 404 NOTFOUND/CLIENT (220ms)
[153] https://api.crm.luminartechnolab.com/utils -> 404 NOTFOUND/CLIENT (220ms)
[154] https://api.crm.luminartechnolab.com/fonts -> 404 NOTFOUND/CLIENT (220ms)
[156] https://api.crm.luminartechnolab.com/app -> 404 NOTFOUND/CLIENT (219ms)
[157] https://api.crm.luminartechnolab.com/tables -> 404 NOTFOUND/CLIENT (220ms)
[159] https://api.crm.luminartechnolab.com/editor -> 404 NOTFOUND/CLIENT (219ms)
[160] https://api.crm.luminartechnolab.com/demo -> 404 NOTFOUND/CLIENT (220ms)
[158] https://api.crm.luminartechnolab.com/it -> 404 NOTFOUND/CLIENT (220ms)
[155] https://api.crm.luminartechnolab.com/contrib -> 404 NOTFOUND/CLIENT (224ms)
[162] https://api.crm.luminartechnolab.com/ChangeLog -> 404 NOTFOUND/CLIENT (219ms)
[161] https://api.crm.luminartechnolab.com/wget -> 404 NOTFOUND/CLIENT (220ms)
[163] https://api.crm.luminartechnolab.com/14 -> 404 NOTFOUND/CLIENT (220ms)
[164] https://api.crm.luminartechnolab.com/03 -> 404 NOTFOUND/CLIENT (220ms)
[166] https://api.crm.luminartechnolab.com/login -> 404 NOTFOUND/CLIENT (221ms)
[170] https://api.crm.luminartechnolab.com/bullets -> 404 NOTFOUND/CLIENT (219ms)
[167] https://api.crm.luminartechnolab.com/graphics -> 404 NOTFOUND/CLIENT (220ms)
[169] https://api.crm.luminartechnolab.com/cfm -> 404 NOTFOUND/CLIENT (221ms)
[168] https://api.crm.luminartechnolab.com/elements -> 404 NOTFOUND/CLIENT (222ms)
[165] https://api.crm.luminartechnolab.com/ru -> 404 NOTFOUND/CLIENT (226ms)
[172] https://api.crm.luminartechnolab.com/silver -> 404 NOTFOUND/CLIENT (219ms)
[171] https://api.crm.luminartechnolab.com/Sources -> 404 NOTFOUND/CLIENT (220ms)
[173] https://api.crm.luminartechnolab.com/07 -> 404 NOTFOUND/CLIENT (221ms)
[174] https://api.crm.luminartechnolab.com/05 -> 404 NOTFOUND/CLIENT (223ms)
[176] https://api.crm.luminartechnolab.com/02 -> 404 NOTFOUND/CLIENT (220ms)
[179] https://api.crm.luminartechnolab.com/msadc -> 404 NOTFOUND/CLIENT (220ms)
[180] https://api.crm.luminartechnolab.com/mail -> 404 NOTFOUND/CLIENT (221ms)
[177] https://api.crm.luminartechnolab.com/xmlrpc -> 404 NOTFOUND/CLIENT (222ms)
[175] https://api.crm.luminartechnolab.com/dialog -> 404 NOTFOUND/CLIENT (227ms)
[178] https://api.crm.luminartechnolab.com/smiley -> 404 NOTFOUND/CLIENT (223ms)
[182] https://api.crm.luminartechnolab.com/black -> 404 NOTFOUND/CLIENT (219ms)
[181] https://api.crm.luminartechnolab.com/connectors -> 404 NOTFOUND/CLIENT (220ms)
[183] https://api.crm.luminartechnolab.com/backups -> 404 NOTFOUND/CLIENT (221ms)
[184] https://api.crm.luminartechnolab.com/GalleryStorage -> 404 NOTFOUND/CLIENT (244ms)
[186] https://api.crm.luminartechnolab.com/04 -> 404 NOTFOUND/CLIENT (220ms)
[189] https://api.crm.luminartechnolab.com/archive -> 404 NOTFOUND/CLIENT (220ms)
[190] https://api.crm.luminartechnolab.com/_private -> 404 NOTFOUND/CLIENT (221ms)
[187] https://api.crm.luminartechnolab.com/javascript -> 404 NOTFOUND/CLIENT (223ms)
[188] https://api.crm.luminartechnolab.com/install -> 404 NOTFOUND/CLIENT (223ms)
[185] https://api.crm.luminartechnolab.com/Auth -> 404 NOTFOUND/CLIENT (225ms)
[192] https://api.crm.luminartechnolab.com/table -> 404 NOTFOUND/CLIENT (220ms)
[191] https://api.crm.luminartechnolab.com/uploads -> 404 NOTFOUND/CLIENT (221ms)
[193] https://api.crm.luminartechnolab.com/jqueryui -> 404 NOTFOUND/CLIENT (251ms)
[194] https://api.crm.luminartechnolab.com/filemanager -> 404 NOTFOUND/CLIENT (220ms)
[196] https://api.crm.luminartechnolab.com/dk -> 404 NOTFOUND/CLIENT (220ms)
[199] https://api.crm.luminartechnolab.com/sv_SE -> 404 NOTFOUND/CLIENT (220ms)
[197] https://api.crm.luminartechnolab.com/cgi -> 404 NOTFOUND/CLIENT (222ms)
[198] https://api.crm.luminartechnolab.com/users -> 404 NOTFOUND/CLIENT (222ms)
[200] https://api.crm.luminartechnolab.com/index -> 404 NOTFOUND/CLIENT (222ms)
[195] https://api.crm.luminartechnolab.com/email -> 404 NOTFOUND/CLIENT (225ms)
[202] https://api.crm.luminartechnolab.com/examples -> 404 NOTFOUND/CLIENT (219ms)
[201] https://api.crm.luminartechnolab.com/functions -> 404 NOTFOUND/CLIENT (220ms)
[203] https://api.crm.luminartechnolab.com/error -> 404 NOTFOUND/CLIENT (220ms)
[204] https://api.crm.luminartechnolab.com/browser -> 404 NOTFOUND/CLIENT (220ms)
[206] https://api.crm.luminartechnolab.com/13 -> 404 NOTFOUND/CLIENT (220ms)
[210] https://api.crm.luminartechnolab.com/com_content -> 404 NOTFOUND/CLIENT (219ms)
[209] https://api.crm.luminartechnolab.com/image -> 404 NOTFOUND/CLIENT (220ms)
[207] https://api.crm.luminartechnolab.com/pt_BR -> 404 NOTFOUND/CLIENT (221ms)
[208] https://api.crm.luminartechnolab.com/misc -> 404 NOTFOUND/CLIENT (230ms)
[205] https://api.crm.luminartechnolab.com/TODO -> 404 NOTFOUND/CLIENT (232ms)
[212] https://api.crm.luminartechnolab.com/calendar -> 404 NOTFOUND/CLIENT (219ms)
[211] https://api.crm.luminartechnolab.com/categories -> 404 NOTFOUND/CLIENT (221ms)
[213] https://api.crm.luminartechnolab.com/buttons -> 404 NOTFOUND/CLIENT (220ms)
[214] https://api.crm.luminartechnolab.com/404 -> 404 NOTFOUND/CLIENT (220ms)
[216] https://api.crm.luminartechnolab.com/placeholder -> 404 NOTFOUND/CLIENT (220ms)
[220] https://api.crm.luminartechnolab.com/bin -> 404 NOTFOUND/CLIENT (220ms)
[219] https://api.crm.luminartechnolab.com/moodle2 -> 404 NOTFOUND/CLIENT (220ms)
[217] https://api.crm.luminartechnolab.com/phpmailer -> 404 NOTFOUND/CLIENT (222ms)
[218] https://api.crm.luminartechnolab.com/old -> 404 NOTFOUND/CLIENT (222ms)
[215] https://api.crm.luminartechnolab.com/tools -> 404 NOTFOUND/CLIENT (224ms)
[222] https://api.crm.luminartechnolab.com/Adapter -> 404 NOTFOUND/CLIENT (219ms)
[221] https://api.crm.luminartechnolab.com/auth -> 404 NOTFOUND/CLIENT (220ms)
[223] https://api.crm.luminartechnolab.com/tinymce -> 404 NOTFOUND/CLIENT (220ms)
[224] https://api.crm.luminartechnolab.com/msn -> 404 NOTFOUND/CLIENT (221ms)
[226] https://api.crm.luminartechnolab.com/inc -> 404 NOTFOUND/CLIENT (220ms)
[229] https://api.crm.luminartechnolab.com/apps -> 404 NOTFOUND/CLIENT (220ms)
[227] https://api.crm.luminartechnolab.com/feed -> 404 NOTFOUND/CLIENT (221ms)
[228] https://api.crm.luminartechnolab.com/da_DK -> 404 NOTFOUND/CLIENT (221ms)
[230] https://api.crm.luminartechnolab.com/advanced -> 404 NOTFOUND/CLIENT (221ms)
[225] https://api.crm.luminartechnolab.com/links -> 404 NOTFOUND/CLIENT (225ms)
[232] https://api.crm.luminartechnolab.com/2010 -> 404 NOTFOUND/CLIENT (219ms)
[231] https://api.crm.luminartechnolab.com/CREDITS -> 404 NOTFOUND/CLIENT (220ms)
[233] https://api.crm.luminartechnolab.com/08 -> 404 NOTFOUND/CLIENT (220ms)
[234] https://api.crm.luminartechnolab.com/moddata -> 404 NOTFOUND/CLIENT (220ms)
[236] https://api.crm.luminartechnolab.com/local -> 404 NOTFOUND/CLIENT (220ms)
[239] https://api.crm.luminartechnolab.com/fi_FI -> 404 NOTFOUND/CLIENT (220ms)
[240] https://api.crm.luminartechnolab.com/drivers -> 404 NOTFOUND/CLIENT (220ms)
[237] https://api.crm.luminartechnolab.com/ja_JP -> 404 NOTFOUND/CLIENT (221ms)
[238] https://api.crm.luminartechnolab.com/forum -> 404 NOTFOUND/CLIENT (222ms)
[235] https://api.crm.luminartechnolab.com/mod_login -> 404 NOTFOUND/CLIENT (225ms)
[242] https://api.crm.luminartechnolab.com/behaviors -> 404 NOTFOUND/CLIENT (219ms)
[241] https://api.crm.luminartechnolab.com/cs_CZ -> 404 NOTFOUND/CLIENT (220ms)
[243] https://api.crm.luminartechnolab.com/secret -> 404 NOTFOUND/CLIENT (220ms)
[244] https://api.crm.luminartechnolab.com/pt_PT -> 404 NOTFOUND/CLIENT (220ms)
[246] https://api.crm.luminartechnolab.com/os -> 404 NOTFOUND/CLIENT (220ms)
[250] https://api.crm.luminartechnolab.com/flash -> 404 NOTFOUND/CLIENT (220ms)
[249] https://api.crm.luminartechnolab.com/gallery -> 404 NOTFOUND/CLIENT (220ms)
[247] https://api.crm.luminartechnolab.com/office2003 -> 404 NOTFOUND/CLIENT (222ms)
[248] https://api.crm.luminartechnolab.com/geshi -> 404 NOTFOUND/CLIENT (222ms)
[245] https://api.crm.luminartechnolab.com/pl_PL -> 404 NOTFOUND/CLIENT (224ms)
[252] https://api.crm.luminartechnolab.com/caspsamp -> 404 NOTFOUND/CLIENT (220ms)
[251] https://api.crm.luminartechnolab.com/conf -> 404 NOTFOUND/CLIENT (220ms)
[253] https://api.crm.luminartechnolab.com/application -> 404 NOTFOUND/CLIENT (220ms)
[254] https://api.crm.luminartechnolab.com/access -> 404 NOTFOUND/CLIENT (220ms)
[256] https://api.crm.luminartechnolab.com/tablecommands -> 404 NOTFOUND/CLIENT (220ms)
[257] https://api.crm.luminartechnolab.com/pages -> 404 NOTFOUND/CLIENT (220ms)
[259] https://api.crm.luminartechnolab.com/log -> 404 NOTFOUND/CLIENT (220ms)
[258] https://api.crm.luminartechnolab.com/msft -> 404 NOTFOUND/CLIENT (221ms)
[260] https://api.crm.luminartechnolab.com/fck_template -> 404 NOTFOUND/CLIENT (221ms)
[255] https://api.crm.luminartechnolab.com/RETAIL -> 404 NOTFOUND/CLIENT (225ms)
[262] https://api.crm.luminartechnolab.com/fck_link -> 404 NOTFOUND/CLIENT (219ms)
[261] https://api.crm.luminartechnolab.com/fck_select -> 404 NOTFOUND/CLIENT (220ms)
[263] https://api.crm.luminartechnolab.com/fck_image -> 404 NOTFOUND/CLIENT (221ms)
[264] https://api.crm.luminartechnolab.com/fck_docprops -> 404 NOTFOUND/CLIENT (220ms)
[266] https://api.crm.luminartechnolab.com/documents -> 404 NOTFOUND/CLIENT (220ms)
[269] https://api.crm.luminartechnolab.com/CHANGES -> 404 NOTFOUND/CLIENT (220ms)
[267] https://api.crm.luminartechnolab.com/custom -> 404 NOTFOUND/CLIENT (220ms)
[268] https://api.crm.luminartechnolab.com/bbcode -> 404 NOTFOUND/CLIENT (222ms)
[270] https://api.crm.luminartechnolab.com/2009 -> 404 NOTFOUND/CLIENT (221ms)
[265] https://api.crm.luminartechnolab.com/fck_about -> 404 NOTFOUND/CLIENT (225ms)
[272] https://api.crm.luminartechnolab.com/tests -> 404 NOTFOUND/CLIENT (219ms)
[271] https://api.crm.luminartechnolab.com/2003 -> 404 NOTFOUND/CLIENT (220ms)
[273] https://api.crm.luminartechnolab.com/spellerpages -> 404 NOTFOUND/CLIENT (221ms)
[274] https://api.crm.luminartechnolab.com/pdf -> 404 NOTFOUND/CLIENT (220ms)
[276] https://api.crm.luminartechnolab.com/new -> 404 NOTFOUND/CLIENT (220ms)
[277] https://api.crm.luminartechnolab.com/library -> 404 NOTFOUND/CLIENT (220ms)
[279] https://api.crm.luminartechnolab.com/group2 -> 404 NOTFOUND/CLIENT (221ms)
[280] https://api.crm.luminartechnolab.com/fckeditor -> 404 NOTFOUND/CLIENT (224ms)
[278] https://api.crm.luminartechnolab.com/it_IT -> 404 NOTFOUND/CLIENT (225ms)
[275] https://api.crm.luminartechnolab.com/newsletters -> 404 NOTFOUND/CLIENT (228ms)
[281] https://api.crm.luminartechnolab.com/fck_spellerpages -> 404 NOTFOUND/CLIENT (219ms)
[282] https://api.crm.luminartechnolab.com/etc -> 404 NOTFOUND/CLIENT (221ms)
[283] https://api.crm.luminartechnolab.com/comments -> 404 NOTFOUND/CLIENT (220ms)
[284] https://api.crm.luminartechnolab.com/blue -> 404 NOTFOUND/CLIENT (220ms)
[286] https://api.crm.luminartechnolab.com/CHANGELOG -> 404 NOTFOUND/CLIENT (220ms)
[290] https://api.crm.luminartechnolab.com/pear -> 404 NOTFOUND/CLIENT (220ms)
[287] https://api.crm.luminartechnolab.com/15 -> 404 NOTFOUND/CLIENT (221ms)
[289] https://api.crm.luminartechnolab.com/stats -> 404 NOTFOUND/CLIENT (221ms)
[288] https://api.crm.luminartechnolab.com/windows -> 404 NOTFOUND/CLIENT (222ms)
[285] https://api.crm.luminartechnolab.com/File -> 404 NOTFOUND/CLIENT (225ms)
[292] https://api.crm.luminartechnolab.com/layout -> 404 NOTFOUND/CLIENT (219ms)
[291] https://api.crm.luminartechnolab.com/menu -> 404 NOTFOUND/CLIENT (221ms)
[293] https://api.crm.luminartechnolab.com/inlinepopups -> 404 NOTFOUND/CLIENT (220ms)
[294] https://api.crm.luminartechnolab.com/group7 -> 404 NOTFOUND/CLIENT (220ms)
[296] https://api.crm.luminartechnolab.com/group5 -> 404 NOTFOUND/CLIENT (245ms)
[300] https://api.crm.luminartechnolab.com/com_contact -> 404 NOTFOUND/CLIENT (246ms)
[299] https://api.crm.luminartechnolab.com/es -> 404 NOTFOUND/CLIENT (343ms)
